year,interpolated,sigma_mean_CO2
-625397.92,235.02,0.35
-626047.5,228.51,0.88
-626969.43,215.71,0.48
-627830.1,205.76,0.94
-629139.62,199.52,0.77
-629769.85,205.27,0.87
-629866.1,200.78,0.5
-631526.32,200.46,1.81
-632356.94,196.5,1.51
-634077.54,193.1,1.55
-634881.14,195.95,1.53
-635009.03,194.86,1.76
-636521.56,194,0.66
-637714.37,195.33,1.85
-639418.27,188.85,0.96
-640372.25,190.18,0.5
-642074.6,191.38,1.05
-642856.65,191.56,1.13
-644300.83,195.31,1.25
-645150.65,195.82,0.95
-646376.95,189.89,2.02
-647254.85,191.85,1
-648612.42,193.48,0.74
-649191.1,196.17,0.44
-650348.46,189.25,1.22
-650947.1,193.44,0.71
-652104.26,187.27,0.54
-652708.95,186.79,0.97
-653730.25,192.87,1.85
-654438.65,194.82,0.98
-655524.35,200,0.53
-656132.65,200.35,0.75
-657181.09,192.93,0.65
-657654.21,189.23,1.78
-657722,190.88,0.87
-658764.1,184.1,0.29
-659293.82,187.38,1.06
-659411.9,185.68,0.41
-660463.55,188.43,0.95
-661118.32,193.97,0.99
-661215.9,191.59,0.77
-662282.18,189.69,1.52
-662796.61,193.91,2.12
-662877.55,190.86,1.02
-663937.52,191.02,1.2
-664320.4,192.55,1.3
-664408.09,187.77,0.83
-665321.94,180.17,1.12
-665836.52,180.54,1.12
-666753.36,174.77,1.04
-667409.86,173.71,1.38
-668415.26,177.71,0.68
-668915.54,180.67,0.71
-669819.3,187.66,0.18
-670296.32,191.51,0.92
-671070.75,194.88,0.97
-671457.93,196.83,0.69
-672150.88,194.79,0.58
-672761.38,197.13,0.99
-673696.11,201.12,1
-674229.38,204.67,0.73
-675028.4,211.69,0.58
-675406.53,216.12,0.81
-676530.74,222.57,0.76
-677152.31,219.96,0.61
-677600.74,216.59,0.93
-678328.18,218.21,1.38
-678741.62,220.09,1.52
-679455.37,229.16,0.81
-679735.17,232.7,0.9
-680312.58,233.61,0.55
-680627.61,233.11,1.16
-681225.67,225.81,1.21
-681669.93,227.9,1.32
-682343.71,221.31,0.89
-682740.09,219.14,0.95
-683457.86,220.24,1.68
-683828.75,222.7,0.6
-684423.68,225.64,1.65
-684758.06,224.36,1.29
-685294.84,221.82,0.77
-685679.87,220.62,0.7
-686269.11,220.63,1.39
-686581.81,222.62,1.05
-687154.04,222.7,1.05
-687445.5,222.97,1.24
-688000.38,226.73,1
-688300.13,227.65,1.34
-688809.87,227.64,1.14
-689157.83,230.67,1.66
-689693.26,232.07,1.29
-689951.45,232.27,1.49
-690474.65,235.8,0.99
-690736.39,236.45,0.53
-691221.83,239.29,1.05
-691467.67,238.42,1.24
-691967.96,239.38,1.95
-692318.34,243.56,0.56
-692832.46,239.3,1.27
-693077.09,238.47,2.15
-693574.04,243.7,2.1
-693821.29,237.76,0.84
-694280.35,239.34,0.99
-694536.82,240.46,0.71
-694949.14,239.31,0.91
-695259.26,239.8,1.42
-695732.31,236.8,0.57
-695981.88,238.74,1.46
-696434.89,238.05,1.52
-696644.83,238.13,1.28
-697090.29,239.44,0.96
-697342.45,238.42,1.11
-697746.68,239.88,1.27
-698039,241.03,0.79
-698505.54,240.9,1.92
-698753.23,241.83,0.73
-699215.75,238.86,1.02
-699439.02,239.01,0.65
-699864.71,239.73,0.8
-700103.69,237.21,0.55
-700485.02,236.72,0.65
-700814.84,236.61,0.48
-701268.53,235.42,0.97
-701524.52,232.46,0.54
-701993.15,230.88,1.02
-702200.92,232.16,0.75
-702734.27,232.18,1.62
-703009.98,230.59,0.26
-703468.52,233.35,1.26
-703796.07,232.28,1.12
-704250.52,232.83,0.52
-704581.81,233.54,1.36
-705053.34,234.04,0.46
-705243.91,235.09,1.68
-705726.95,237.18,1.33
-706053.2,237.66,1.57
-706492.95,236.05,1.75
-706710.74,236.05,0.93
-707310.7,238.85,0.8
-707643.73,233.51,1.46
-708199.68,233.58,1
-708413.45,233.11,1.01
-708959.15,234.84,1.15
-709453.79,231.43,0.86
-709909.55,230.51,0.99
-710456.45,227.03,0.73
-710983.36,224.9,0.62
-711399.04,225.39,0.29
-712021.47,224.12,1.49
-712243.73,224,1.45
-713312.5,223.89,0.47
-714065.58,227.64,1.61
-714403.8,227.08,2.01
-715115.73,223.14,0.59
-715565.38,227.58,0.55
-716310.16,213.6,0.66
-716585.91,210.51,1.65
-717348.27,198.43,1.17
-717955.48,189.88,1.13
-718778.35,193.46,1.64
-719287.18,200.82,0.75
-720087.29,212.03,0.84
-720590.76,217.04,0.9
-721407.52,219.2,1.18
-721689.86,218.96,1.27
-722505.81,216.1,2.02
-722994.59,212.11,0.69
-723780.23,212.55,1.77
-724142,214.01,1.19
-724975.36,210.48,0.37
-725474.43,211.49,1.28
-726249.59,211.08,1.07
-726576.86,211.43,0.77
-727898.5,210.07,1.62
-728593.9,210.24,0.83
-728987.53,211.08,0.78
-729836.94,210.01,1.01
-730260.31,212.17,1.72
-730908.31,210.16,0.69
-731184.23,210.7,0.34
-731861,211.62,0.36
-732321.75,213.73,1.89
-732993.5,208.11,1.24
-733329,207.72,0.81
-734022.23,210.6,1.03
-734462.62,216.15,1.81
-735134.57,214.66,0.71
-735409.91,217.88,0.83
-736107.31,217.19,1.38
-736522.22,213.14,1.66
-737269.82,206.92,1.56
-737660.12,204.52,1.49
-738580.99,191.74,0.93
-739174.56,185.61,0.33
-740106.45,185.4,2.38
-740460.92,183.39,2.4
-741329.9,184.77,2.07
-741874.13,189.14,1.31
-742644.75,188.65,2.71
-743062.17,187.33,0.72
-743959.08,188.18,0.91
-744523.14,188.97,0.9
-745671.05,187.29,1.24
-746619.93,190.24,0.42
-747177.04,187.92,0.32
-747940.2,187.95,1.27
-748336.88,187.54,0.84
-749262.93,188.68,1.26
-749814.18,190.17,1.76
-750706.44,192.08,1.57
-751036.25,191.3,1.38
-751973.87,193.55,1.88
-752565.88,197.5,1.3
-753489.07,195.43,0.34
-753934.65,203.9,1.84
-755114.58,199.05,1.7
-755586.83,203.3,1.53
-756566.17,208.1,1.96
-756850.68,209.45,1.36
-757785.45,213.61,2.15
-758362.42,218.35,2.34
-759135.69,222.72,1.5
-759561.88,226.94,1.42
-759878.21,223.02,0.68
-760108.27,225.37,1.75
-760516.06,225.62,2.33
-760939.94,222.71,1.23
-761864.49,216.64,0.75
-762166.04,214.69,1.12
-763101.8,214,1.86
-763770.58,219.95,0.23
-764676.88,223.89,2.06
-765181.82,222.93,0.92
-765586.64,233.66,3.05
-765851.48,229.41,2.67
-766188.5,232.12,1.38
-766808.91,230.62,0.89
-767747.16,224.86,1.56
-768117.26,223.82,0.51
-769061.38,221.64,0.41
-769651.42,225.87,0.95
-770599.15,230.63,2.11
-771020.67,229.56,1.8
-771519.33,236.32,1.64
-771812.67,234.24,1.61
-772175.26,239.71,1.87
-772474.56,243.89,1.1
-772737.96,246.49,2.17
-772995.64,243.85,2.09
-773249.82,246.03,2.45
-773684.47,237.78,1.51
-774044.14,239.23,1
-774958.81,238.39,2.26
-775538.01,241.74,0.87
-776332.26,245.32,0.36
-776782.7,248.92,0.63
-777681.75,247.3,2.01
-778232.79,252.46,0.67
-779057.98,254.93,0.48
-779367.55,254.69,1.13
-780188.92,254.43,2.36
-780719.44,252.52,0.93
-781562.83,257.21,0.6
-781886.68,251.51,0.7
-782728.45,257.44,0.65
-783198.53,255.02,1.06
-784261.76,260.92,2.51
-785034.08,255.85,0.66
-785519.05,259.66,0.24
-786189.6,262.23,2.57
-786563.26,264.35,1.38
-787355.51,269.36,1.26
-787803.57,266,0.73
-788479.24,257.2,1.52
-788691.87,257.02,2.69
-789494.04,238.64,0.78
-789953.01,235.49,2.99
-790639.41,227.38,0.84
-791056.88,230.55,1.77
-792030.78,224.69,3.67
-792617.3,214.45,2.53
-793519.39,213.36,1.6
-793852.76,218.39,1.93
-795122.45,208.79,1.67
-795687.32,204.62,1.99
-796852.59,198.79,2.1
-797378.82,197.91,1.42
-798681.3,200.49,2.19
-801236.06,198.68,1.74
-802872.09,198.66,0.98
-803709.25,202.65,1.04
-803925.28,202.92,2.06
-804009.87,207.5,0.92
-804522.67,204.86,1.64
-805132.44,202.23,0.69
-805668.87,207.29,2.2
