year,interpolated,sigma_mean_CO2,trend,fluctuation,date
0,405.14,0,407.22,-1,Oct-17
-0.09,403.64,0,407.03,1,Sep-17
-0.17,403.38,0,406.93,1,Aug-17
-0.26,405.07,0,406.94,1,Jul-17
-0.34,407.07,0,406.65,1,Jun-17
-0.42,408.84,0,406.51,-1,May-17
-0.5,409.65,0,406.24,-1,Apr-17
-0.59,409,0,406.1,-1,Mar-17
-0.67,407.18,0,405.61,-1,Feb-17
-0.76,406.42,0,405.61,-1,Jan-17
-0.84,406.13,0,405.89,-1,Dec-17
-0.92,404.42,0,405.2,-1,Nov-16
-1,403.53,0,405.62,-1,Oct-16
-1.09,401.57,0,404.95,1,Sep-16
-1.17,401.03,0,404.57,1,Aug-16
-1.26,402.25,0,404.13,1,Jul-16
-1.34,404.39,0,403.97,1,Jun-16
-1.42,406.81,0,404.48,1,May-16
-1.5,407.7,0,404.3,1,Apr-16
-1.59,407.42,0,404.52,1,Mar-16
-1.67,404.83,0,403.26,1,Feb-16
-1.76,404.04,0,403.22,1,Jan-16
-1.84,402.52,0,402.28,1,Dec-16
-1.92,401.85,0,402.63,1,Nov-15
-2,400.16,0,402.24,1,Oct-15
-2.09,398.29,0,401.67,1,Sep-15
-2.17,397.63,0,401.18,1,Aug-15
-2.26,398.93,0,400.81,1,Jul-15
-2.34,401.31,0,400.89,1,Jun-15
-2.42,402.8,0,400.47,-1,May-15
-2.5,403.96,0,400.55,-1,Apr-15
-2.59,403.28,0,400.38,-1,Mar-15
-2.67,401.54,0,399.97,-1,Feb-15
-2.76,400.28,0,399.47,-1,Jan-15
-2.84,399.98,0,399.74,-1,Dec-15
-2.92,398.91,0,399.69,-1,Nov-14
-3,397.28,0,399.36,-1,Oct-14
-3.09,396.03,0,399.41,1,Sep-14
-3.17,395.38,0,398.93,1,Aug-14
-3.26,397.03,0,398.91,1,Jul-14
-3.34,399.1,0,398.69,1,Jun-14
-3.42,401.25,0,398.93,1,May-14
-3.5,401.78,0,398.37,1,Apr-14
-3.59,401.38,0,398.48,1,Mar-14
-3.67,399.77,0,398.19,1,Feb-14
-3.76,398.01,0,397.2,1,Jan-14
-3.84,397.85,0,397.61,1,Dec-14
-3.92,396.84,0,397.59,1,Nov-13
-4,395.16,0,397.14,1,Oct-13
-4.09,393.7,0,397.04,1,Sep-13
-4.17,393.45,0,396.99,1,Aug-13
-4.26,395.2,0,397.08,1,Jul-13
-4.34,397.32,0,396.92,1,Jun-13
-4.42,398.61,0,396.28,-1,May-13
-4.5,399.78,0,396.4,-1,Apr-13
-4.59,398.41,0,395.53,-1,Mar-13
-4.67,397.43,0,395.85,-1,Feb-13
-4.76,396.8,0,396.02,-1,Jan-13
-4.84,395.55,0,395.4,-1,Dec-13
-4.92,394.34,0,395.04,-1,Nov-12
-5,392.98,0,395.02,-1,Oct-12
-5.09,391.05,0,394.41,1,Sep-12
-5.17,391.11,0,394.54,1,Aug-12
-5.26,392.39,0,394.17,1,Jul-12
-5.34,394.36,0,393.92,1,Jun-12
-5.42,395.71,0,393.45,1,May-12
-5.5,396.74,0,393.54,1,Apr-12
-5.59,396.18,0,393.43,1,Mar-12
-5.67,394.4,0,392.8,1,Feb-12
-5.76,393.86,0,393.04,1,Jan-12
-5.84,393.12,0,392.89,1,Dec-12
-5.92,391.86,0,392.66,1,Nov-11
-6,390.28,0,392.44,1,Oct-11
-6.09,389,0,392.33,1,Sep-11
-6.17,389.08,0,392.4,1,Aug-11
-6.26,390.13,0,391.83,1,Jul-11
-6.34,392.51,0,392.04,1,Jun-11
-6.42,393.73,0,391.44,-1,May-11
-6.5,394.19,0,391.02,-1,Apr-11
-6.59,393.25,0,390.63,-1,Mar-11
-6.67,392.6,0,391.07,-1,Feb-11
-6.76,391.86,0,390.94,-1,Jan-11
-6.84,391.33,0,391.03,-1,Dec-11
-6.92,389.79,0,390.6,-1,Nov-10
-7,388.67,0,390.79,-1,Oct-10
-7.09,387.24,0,390.53,1,Sep-10
-7.17,386.85,0,390.14,1,Aug-10
-7.26,388.35,0,390.01,1,Jul-10
-7.34,390.2,0,389.72,1,Jun-10
-7.42,392.15,0,389.89,1,May-10
-7.5,393,0,389.88,1,Apr-10
-7.59,392.46,0,389.89,1,Mar-10
-7.67,391.17,0,389.65,1,Feb-10
-7.76,390.2,0,389.26,1,Jan-10
-7.84,388.71,0,388.41,1,Dec-10
-7.92,387.42,0,388.23,1,Nov-09
-8,386.02,0,388.16,1,Oct-09
-8.09,384.43,0,387.68,1,Sep-09
-8.17,384.74,0,388.01,1,Aug-09
-8.26,386.11,0,387.8,1,Jul-09
-8.34,388.03,0,387.55,1,Jun-09
-8.42,389.48,0,387.24,-1,May-09
-8.5,390.14,0,387.02,-1,Apr-09
-8.59,389.55,0,386.92,-1,Mar-09
-8.67,388.82,0,387.32,-1,Feb-09
-8.76,387.48,0,386.59,-1,Jan-09
-8.84,386.94,0,386.63,-1,Dec-09
-8.92,385.56,0,386.41,-1,Nov-08
-9,384.19,0,386.37,-1,Oct-08
-9.09,382.99,0,386.27,1,Sep-08
-9.17,383.18,0,386.46,1,Aug-08
-9.26,384.09,0,385.75,1,Jul-08
-9.34,386.35,0,385.79,1,Jun-08
-9.42,387.76,0,385.46,1,May-08
-9.5,388.54,0,385.45,1,Apr-08
-9.59,387.21,0,384.58,1,Mar-08
-9.67,386.03,0,384.48,1,Feb-08
-9.76,385.82,0,384.96,1,Jan-08
-9.84,385.52,0,385.28,1,Dec-08
-9.92,383.95,0,384.83,1,Nov-07
-10,382.45,0,384.65,1,Oct-07
-10.09,381.12,0,384.47,1,Sep-07
-10.17,380.96,0,384.32,1,Aug-07
-10.26,381.99,0,383.7,-1,Jul-07
-10.34,384.5,0,384.02,-1,Jun-07
-10.42,386.1,0,383.84,-1,May-07
-10.5,386.56,0,383.34,-1,Apr-07
-10.59,386.5,0,383.71,-1,Mar-07
-10.67,384.58,0,382.94,-1,Feb-07
-10.76,383.9,0,383.01,-1,Jan-07
-10.84,382.89,0,382.67,-1,Dec-07
-10.92,381.82,0,382.64,-1,Nov-06
-11,380.15,0,382.33,-1,Oct-06
-11.09,379.13,0,382.46,1,Sep-06
-11.17,378.85,0,382.16,1,Aug-06
-11.26,380.41,0,382.08,1,Jul-06
-11.34,382.46,0,381.91,1,Jun-06
-11.42,384.05,0,381.75,1,May-06
-11.5,385.03,0,381.87,1,Apr-06
-11.59,384.61,0,381.91,1,Mar-06
-11.67,382.67,0,381.14,1,Feb-06
-11.76,382.19,0,381.38,1,Jan-06
-11.84,381.38,0,381.14,1,Dec-06
-11.92,380.11,0,380.9,1,Nov-05
-12,378.35,0,380.5,1,Oct-05
-12.09,377,0,380.31,1,Sep-05
-12.17,376.7,0,380.01,1,Aug-05
-12.26,378.74,0,380.42,-1,Jul-05
-12.34,380.74,0,380.18,-1,Jun-05
-12.42,382.21,0,379.88,-1,May-05
-12.5,382.45,0,379.31,-1,Apr-05
-12.59,382.29,0,379.65,-1,Mar-05
-12.67,380.77,0,379.27,-1,Feb-05
-12.76,379.73,0,378.93,-1,Jan-05
-12.84,378.46,0,378.21,-1,Dec-05
-12.92,377.51,0,378.31,-1,Nov-04
-13,376.16,0,378.31,-1,Oct-04
-13.09,374.46,0,377.82,1,Sep-04
-13.17,374.25,0,377.62,1,Aug-04
-13.26,376.01,0,377.74,1,Jul-04
-13.34,377.47,0,376.94,1,Jun-04
-13.42,379.69,0,377.39,1,May-04
-13.5,380.62,0,377.48,1,Apr-04
-13.59,380.35,0,377.62,1,Mar-04
-13.67,378.88,0,377.23,1,Feb-04
-13.76,377.87,0,377.02,1,Jan-04
-13.84,377,0,376.78,1,Dec-04
-13.92,375.99,0,376.75,1,Nov-03
-14,374.66,0,376.81,1,Oct-03
-14.09,373.15,0,376.47,1,Sep-03
-14.17,373.17,0,376.48,1,Aug-03
-14.26,374.38,0,376.08,1,Jul-03
-14.34,376.7,0,376.19,1,Jun-03
-14.42,378.28,0,376.03,-1,May-03
-14.5,378.6,0,375.55,-1,Apr-03
-14.59,377.73,0,375.06,-1,Mar-03
-14.67,376.46,0,374.8,-1,Feb-03
-14.76,375.64,0,374.77,-1,Jan-03
-14.84,374.88,0,374.63,-1,Dec-03
-14.92,373.79,0,374.54,-1,Nov-02
-15,372.25,0,374.34,-1,Oct-02
-15.09,370.55,0,373.88,1,Sep-02
-15.17,370.75,0,374.11,1,Aug-02
-15.26,371.85,0,373.52,1,Jul-02
-15.34,374.01,0,373.42,1,Jun-02
-15.42,375.52,0,373.3,1,May-02
-15.5,375.76,0,372.81,1,Apr-02
-15.59,375.02,0,372.37,1,Mar-02
-15.67,374.12,0,372.44,1,Feb-02
-15.76,373.2,0,372.33,1,Jan-02
-15.84,372.53,0,372.3,1,Dec-02
-15.92,371.24,0,371.92,1,Nov-01
-16,369.76,0,371.74,1,Oct-01
-16.09,368.45,0,371.69,1,Sep-01
-16.17,368.18,0,371.44,1,Aug-01
-16.26,369.61,0,371.22,-1,Jul-01
-16.34,371.51,0,370.9,-1,Jun-01
-16.42,373.21,0,370.99,-1,May-01
-16.5,373.85,0,370.94,-1,Apr-01
-16.59,373.37,0,370.81,-1,Mar-01
-16.67,372.43,0,370.87,-1,Feb-01
-16.76,371.51,0,370.78,-1,Jan-01
-16.84,370.59,0,370.43,-1,Dec-01
-16.92,369.67,0,370.3,-1,Nov-00
-17,368.37,0,370.32,-1,Oct-00
-17.09,367.03,0,370.26,1,Sep-00
-17.17,367,0,370.3,1,Aug-00
-17.26,368.13,0,369.72,1,Jul-00
-17.34,369.86,0,369.2,1,Jun-00
-17.42,371.7,0,369.5,1,May-00
-17.5,371.58,0,368.71,1,Apr-00
-17.59,371.82,0,369.28,1,Mar-00
-17.67,370.6,0,369.09,1,Feb-00
-17.76,369.54,0,368.83,1,Jan-00
-17.84,369.29,0,369.08,1,Dec-00
-17.92,368.1,0,368.77,1,Nov-99
-18,366.72,0,368.71,1,Oct-99
-18.09,365.37,0,368.64,1,Sep-99
-18.17,364.81,0,368.13,1,Aug-99
-18.26,366.9,0,368.48,-1,Jul-99
-18.34,369.45,0,368.77,-1,Jun-99
-18.42,370.3,0,368.13,-1,May-99
-18.5,370.96,0,368.15,-1,Apr-99
-18.59,370.99,0,368.45,-1,Mar-99
-18.67,369.68,0,368.08,-1,Feb-99
-18.76,369.07,0,368.26,-1,Jan-99
-18.84,368.18,0,367.96,-1,Dec-99
-18.92,367.13,0,367.88,-1,Nov-98
-19,365.52,0,367.56,-1,Oct-98
-19.09,364.4,0,367.67,1,Sep-98
-19.17,364.02,0,367.37,1,Aug-98
-19.26,365.95,0,367.55,1,Jul-98
-19.34,367.82,0,367.14,1,Jun-98
-19.42,368.99,0,366.8,1,May-98
-19.5,369.42,0,366.55,1,Apr-98
-19.59,368.66,0,366.03,1,Mar-98
-19.67,367.24,0,365.6,1,Feb-98
-19.76,365.98,0,,,Jan-98
-19.84,365.26,0,365.07,,Dec-98
-19.92,364.38,0,365.15,,Nov-97
-20,362.49,0,364.56,,Oct-97
-20.09,360.82,0,364.12,,Sep-97
-20.17,360.29,0,363.68,,Aug-97
-20.26,362.25,0,363.84,,Jul-97
-20.34,364.31,0,363.6,,Jun-97
-20.42,365.59,0,363.41,,May-97
-20.5,366.64,0,363.74,,Apr-97
-20.59,366.35,0,363.68,,Mar-97
-20.67,364.51,0,362.88,,Feb-97
-20.76,364.03,0,363.22,,Jan-97
-20.84,363.09,0,362.88,,Dec-97
-20.92,362.25,0,363.08,,Nov-96
-21,360.89,0,363.03,,Oct-96
-21.09,359.58,0,362.97,,Sep-96
-21.17,359.54,0,362.99,,Aug-96
-21.26,361.38,0,362.98,,Jul-96
-21.34,363.55,0,362.85,,Jun-96
-21.42,364.92,0,362.69,,May-96
-21.5,365.13,0,362.1,,Apr-96
-21.59,364.57,0,361.86,,Mar-96
-21.67,364.17,0,362.53,,Feb-96
-21.76,363.24,0,362.35,,Jan-96
-21.84,362.07,0,361.85,,Dec-96
-21.92,360.68,0,361.53,,Nov-95
-22,359.45,0,361.59,,Oct-95
-22.09,357.99,0,361.37,,Sep-95
-22.17,358.17,0,361.55,,Aug-95
-22.26,359.12,0,360.73,,Jul-95
-22.34,361.64,0,360.97,,Jun-95
-22.42,363.19,0,360.84,,May-95
-22.5,363.69,0,360.58,,Apr-95
-22.59,363.3,0,360.62,,Mar-95
-22.67,361.83,0,360.22,,Feb-95
-22.76,360.86,0,360.05,,Jan-95
-22.84,359.92,0,359.79,,Dec-95
-22.92,358.98,0,359.83,,Nov-94
-23,357.53,0,359.68,,Oct-94
-23.09,356.08,0,359.49,,Sep-94
-23.17,355.73,0,359.17,,Aug-94
-23.26,357.46,0,359.16,,Jul-94
-23.34,359.38,0,358.79,,Jun-94
-23.42,360.81,0,358.44,,May-94
-23.5,361.65,0,358.46,,Apr-94
-23.59,361.23,0,358.46,,Mar-94
-23.67,359.99,0,358.29,,Feb-94
-23.76,358.92,0,358.09,,Jan-94
-23.84,358.24,0,358.13,,Dec-94
-23.92,356.91,0,357.8,,Nov-93
-24,355.41,0,357.54,,Oct-93
-24.09,354.12,0,357.49,,Sep-93
-24.17,354.03,0,357.39,,Aug-93
-24.26,355.64,0,357.32,,Jul-93
-24.34,357.33,0,356.76,,Jun-93
-24.42,359.52,0,357.12,,May-93
-24.5,360.19,0,357.03,,Apr-93
-24.59,359.27,0,356.59,,Mar-93
-24.67,358.47,0,356.76,,Feb-93
-24.76,357.31,0,356.44,,Jan-93
-24.84,357,0,356.96,,Dec-93
-24.92,355.57,0,356.39,,Nov-92
-25,354.32,0,356.38,,Oct-92
-25.09,353.32,0,356.63,,Sep-92
-25.17,352.96,0,356.29,,Aug-92
-25.26,354.94,0,356.62,,Jul-92
-25.34,357.01,0,356.44,,Jun-92
-25.42,359.33,0,356.97,,May-92
-25.5,359.59,0,356.41,,Apr-92
-25.59,359.09,0,356.39,,Mar-92
-25.67,357.86,0,356.27,,Feb-92
-25.76,357.11,0,356.38,,Jan-92
-25.84,356.25,0,356.2,,Dec-92
-25.92,355.12,0,355.93,,Nov-91
-26,353.81,0,355.8,,Oct-91
-26.09,352.35,0,355.62,,Sep-91
-26.17,352.25,0,355.56,,Aug-91
-26.26,353.85,0,355.46,,Jul-91
-26.34,356.19,0,355.59,,Jun-91
-26.42,358.13,0,355.8,,May-91
-26.5,359.13,0,356,,Apr-91
-26.59,358.66,0,356.02,,Mar-91
-26.67,357.23,0,355.67,,Feb-91
-26.76,355.73,0,355.02,,Jan-91
-26.84,354.84,0,354.82,,Dec-91
-26.92,354.33,0,355.19,,Nov-90
-27,353.07,0,355.13,,Oct-90
-27.09,351.62,0,354.89,,Sep-90
-27.17,351.31,0,354.61,,Aug-90
-27.26,353.01,0,354.61,,Jul-90
-27.34,354.84,0,354.19,,Jun-90
-27.42,356.34,0,353.97,,May-90
-27.5,357.32,0,354.16,,Apr-90
-27.59,356.32,0,353.68,,Mar-90
-27.67,355.73,0,354.24,,Feb-90
-27.76,355.04,0,354.33,,Jan-90
-27.84,353.8,0,353.75,,Dec-90
-27.92,352.85,0,353.8,,Nov-89
-28,351.49,0,353.65,,Oct-89
-28.09,350.25,0,353.52,,Sep-89
-28.17,350.05,0,353.32,,Aug-89
-28.26,351.81,0,353.37,,Jul-89
-28.34,353.99,0,353.3,,Jun-89
-28.42,355.37,0,352.97,,May-89
-28.5,355.86,0,352.67,,Apr-89
-28.59,355.64,0,352.97,,Mar-89
-28.67,353.96,0,352.47,,Feb-89
-28.76,353.27,0,352.54,,Jan-89
-28.84,352.91,0,352.85,,Dec-89
-28.92,351.41,0,352.34,,Nov-88
-29,350.2,0,352.34,,Oct-88
-29.09,349.13,0,352.41,,Sep-88
-29.17,348.92,0,352.13,,Aug-88
-29.26,350.4,0,351.9,,Jul-88
-29.34,352.69,0,352.02,,Jun-88
-29.42,353.72,0,351.37,,May-88
-29.5,354.21,0,351.06,,Apr-88
-29.59,353.69,0,351.01,,Mar-88
-29.67,352.41,0,350.87,,Feb-88
-29.76,351.64,0,350.94,,Jan-88
-29.84,350.39,0,350.38,,Dec-88
-29.92,349.16,0,350.05,,Nov-87
-30,347.96,0,350.07,,Oct-87
-30.09,346.59,0,349.86,,Sep-87
-30.17,346.52,0,349.7,,Aug-87
-30.26,348.08,0,349.5,,Jul-87
-30.34,350.11,0,349.39,,Jun-87
-30.42,351.53,0,349.2,,May-87
-30.5,352.09,0,349.01,,Apr-87
-30.59,351.31,0,348.77,,Mar-87
-30.67,349.73,0,348.3,,Feb-87
-30.76,348.73,0,348.02,,Jan-87
-30.84,348.52,0,348.47,,Dec-87
-30.92,347.21,0,348.12,,Nov-86
-31,345.93,0,348.04,,Oct-86
-31.09,344.51,0,347.77,,Sep-86
-31.17,345.22,0,348.35,,Aug-86
-31.26,346.08,0,347.4,,Jul-86
-31.34,348.16,0,347.33,,Jun-86
-31.42,349.93,0,347.52,,May-86
-31.5,350.38,0,347.26,,Apr-86
-31.59,349.77,0,347.22,,Mar-86
-31.67,348.01,0,346.68,,Feb-86
-31.76,347.28,0,346.74,,Jan-86
-31.84,346.56,0,346.59,,Dec-86
-31.92,345.88,0,346.81,,Nov-85
-32,344.49,0,346.61,,Oct-85
-32.09,343.13,0,346.42,,Sep-85
-32.17,343.27,0,346.4,,Aug-85
-32.26,345.02,0,346.34,,Jul-85
-32.34,346.72,0,345.89,,Jun-85
-32.42,348.38,0,345.94,,May-85
-32.5,349.06,0,345.91,,Apr-85
-32.59,348.34,0,345.79,,Mar-85
-32.67,347.74,0,346.37,,Feb-85
-32.76,346.16,0,345.61,,Jan-85
-32.84,345.21,0,345.31,,Dec-85
-32.92,344.7,0,345.57,,Nov-84
-33,343.1,0,345.2,,Oct-84
-33.09,341.67,0,345.01,,Sep-84
-33.17,341.4,0,344.58,,Aug-84
-33.26,343.55,0,344.94,,Jul-84
-33.34,345.53,0,344.76,,Jun-84
-33.42,346.97,0,344.51,,May-84
-33.5,347.63,0,344.45,,Apr-84
-33.59,346.84,0,344.27,,Mar-84
-33.67,345.52,0,344.09,,Feb-84
-33.76,344.79,0,344.22,,Jan-84
-33.84,344.1,0,344.2,,Dec-84
-33.92,343.05,0,343.96,,Nov-83
-34,341.59,0,343.71,,Oct-83
-34.09,340.38,0,343.72,,Sep-83
-34.17,340.35,0,343.49,,Aug-83
-34.26,342.27,0,343.66,,Jul-83
-34.34,344.19,0,343.44,,Jun-83
-34.42,345.63,0,343.15,,May-83
-34.5,346.03,0,342.87,,Apr-83
-34.59,345.25,0,342.66,,Mar-83
-34.67,343.33,0,341.82,,Feb-83
-34.76,342.9,0,342.32,,Jan-83
-34.84,341.68,0,341.84,,Dec-83
-34.92,340.9,0,341.79,,Nov-82
-35,339.6,0,341.73,,Oct-82
-35.09,338.29,0,341.65,,Sep-82
-35.17,338.28,0,341.47,,Aug-82
-35.26,340.09,0,341.51,,Jul-82
-35.34,342.32,0,341.55,,Jun-82
-35.42,343.79,0,341.35,,May-82
-35.5,344.63,0,341.56,,Apr-82
-35.59,343.97,0,341.37,,Mar-82
-35.67,342.82,0,341.21,,Feb-82
-35.76,341.73,0,341.1,,Jan-82
-35.84,340.96,0,341.1,,Dec-82
-35.92,339.88,0,340.79,,Nov-81
-36,338.58,0,340.73,,Oct-81
-36.09,337.08,0,340.43,,Sep-81
-36.17,336.95,0,340.17,,Aug-81
-36.26,338.44,0,339.86,,Jul-81
-36.34,340.78,0,339.92,,Jun-81
-36.42,342.54,0,340.07,,May-81
-36.5,343.04,0,339.98,,Apr-81
-36.59,342.53,0,339.94,,Mar-81
-36.67,341.61,0,340.06,,Feb-81
-36.76,340.55,0,339.93,,Jan-81
-36.84,339.29,0,339.38,,Dec-81
-36.92,338.32,0,339.26,,Nov-80
-37,337.27,0,339.42,,Oct-80
-37.09,336.15,0,339.42,,Sep-80
-37.17,336.19,0,339.33,,Aug-80
-37.26,337.7,0,339.12,,Jul-80
-37.34,339.4,0,338.54,,Jun-80
-37.42,341.33,0,338.84,,May-80
-37.5,341.48,0,338.43,,Apr-80
-37.59,340.93,0,338.3,,Mar-80
-37.67,340.01,0,338.43,,Feb-80
-37.76,338.34,0,337.82,,Jan-80
-37.84,337.9,0,338.09,,Dec-80
-37.92,336.81,0,337.79,,Nov-79
-38,335.31,0,337.57,,Oct-79
-38.09,334.19,0,337.53,,Sep-79
-38.17,333.98,0,337.2,,Aug-79
-38.26,335.75,0,337.24,,Jul-79
-38.34,337.54,0,336.72,,Jun-79
-38.42,339.26,0,336.84,,May-79
-38.5,339.21,0,336.21,,Apr-79
-38.59,338.95,0,336.24,,Mar-79
-38.67,338.27,0,336.54,,Feb-79
-38.76,336.69,0,336.01,,Jan-79
-38.84,336.14,0,336.22,,Dec-79
-38.92,334.9,0,335.88,,Nov-78
-39,333.75,0,335.99,,Oct-78
-39.09,332.41,0,335.68,,Sep-78
-39.17,332.37,0,335.51,,Aug-78
-39.26,334.41,0,335.87,,Jul-78
-39.34,336.4,0,335.57,,Jun-78
-39.42,338.01,0,335.59,,May-78
-39.5,338.03,0,335.06,,Apr-78
-39.59,337.69,0,335.06,,Mar-78
-39.67,336.66,0,335,,Feb-78
-39.76,335.25,0,334.58,,Jan-78
-39.84,334.95,0,335.01,,Dec-78
-39.92,333.6,0,334.61,,Nov-77
-40,332.41,0,334.64,,Oct-77
-40.09,331.27,0,334.52,,Sep-77
-40.17,331.29,0,334.36,,Aug-77
-40.26,332.56,0,333.91,,Jul-77
-40.34,334.88,0,334.02,,Jun-77
-40.42,336.16,0,333.8,,May-77
-40.5,336.93,0,333.98,,Apr-77
-40.59,336.13,0,333.51,,Mar-77
-40.67,334.95,0,333.35,,Feb-77
-40.76,333.13,0,332.51,,Jan-77
-40.84,332.66,0,332.76,,Dec-77
-40.92,331.63,0,332.66,,Nov-76
-41,330.15,0,332.29,,Oct-76
-41.09,328.75,0,331.92,,Sep-76
-41.17,328.95,0,331.94,,Aug-76
-41.26,330.68,0,331.88,,Jul-76
-41.34,333.06,0,332.14,,Jun-76
-41.42,334,0,331.65,,May-76
-41.5,334.77,0,331.84,,Apr-76
-41.59,334.64,0,332.13,,Mar-76
-41.67,333.52,0,332.05,,Feb-76
-41.76,332.75,0,332.2,,Jan-76
-41.84,331.59,0,331.79,,Dec-76
-41.92,330.58,0,331.6,,Nov-75
-42,329.37,0,331.41,,Oct-75
-42.09,328.34,0,331.46,,Sep-75
-42.17,328.5,0,331.48,,Aug-75
-42.26,329.95,0,331.11,,Jul-75
-42.34,331.98,0,331.12,,Jun-75
-42.42,333.45,0,331.2,,May-75
-42.5,333.94,0,330.98,,Apr-75
-42.59,333.17,0,330.67,,Mar-75
-42.67,331.9,0,330.54,,Feb-75
-42.76,331.46,0,330.93,,Jan-75
-42.84,330.73,0,330.89,,Dec-75
-42.92,329.58,0,330.55,,Nov-74
-43,328.3,0,330.28,,Oct-74
-43.09,327.28,0,330.36,,Sep-74
-43.17,327.32,0,330.28,,Aug-74
-43.26,329.12,0,330.26,,Jul-74
-43.34,331.07,0,330.23,,Jun-74
-43.42,332.16,0,329.94,,May-74
-43.5,333.2,0,330.27,,Apr-74
-43.59,332.65,0,330.26,,Mar-74
-43.67,331.48,0,330.2,,Feb-74
-43.76,330.71,0,330.12,,Jan-74
-43.84,329.35,0,329.45,,Dec-74
-43.92,328.64,0,329.66,,Nov-73
-44,328.16,0,330.16,,Oct-73
-44.09,327.18,0,330.24,,Sep-73
-44.17,327.51,0,330.45,,Aug-73
-44.26,329.31,0,330.42,,Jul-73
-44.34,330.87,0,330.05,,Jun-73
-44.42,332.07,0,329.94,,May-73
-44.5,332.48,0,329.62,,Apr-73
-44.59,331.5,0,329.14,,Mar-73
-44.67,330.3,0,328.99,,Feb-73
-44.76,329.56,0,328.86,,Jan-73
-44.84,328.54,0,328.58,,Dec-73
-44.92,327.55,0,328.55,,Nov-72
-45,326.5,0,328.5,,Oct-72
-45.09,325.06,0,328.06,,Sep-72
-45.17,324.93,0,327.76,,Aug-72
-45.26,326.32,0,327.37,,Jul-72
-45.34,328.05,0,327.2,,Jun-72
-45.42,329.09,0,326.92,,May-72
-45.5,330.07,0,327.23,,Apr-72
-45.59,329.72,0,327.42,,Mar-72
-45.67,327.75,0,326.53,,Feb-72
-45.76,327.63,0,327.04,,Jan-72
-45.84,326.77,0,326.85,,Dec-72
-45.92,326.01,0,327.02,,Nov-71
-46,324.8,0,326.82,,Oct-71
-46.09,323.57,0,326.58,,Sep-71
-46.17,323.36,0,326.19,,Aug-71
-46.26,325.46,0,326.49,,Jul-71
-46.34,327.34,0,326.45,,Jun-71
-46.42,328.57,0,326.4,,May-71
-46.5,328.92,0,326.11,,Apr-71
-46.59,327.78,0,325.47,,Mar-71
-46.67,327.18,0,325.94,,Feb-71
-46.76,326.68,0,326.1,,Jan-71
-46.84,326.17,0,326.25,,Dec-71
-46.92,325.13,0,326.06,,Nov-70
-47,323.98,0,325.96,,Oct-70
-47.09,323.16,0,326.15,,Sep-70
-47.17,323.1,0,325.93,,Aug-70
-47.26,324.69,0,325.76,,Jul-70
-47.34,326.35,0,325.51,,Jun-70
-47.42,327.66,0,325.52,,May-70
-47.5,328.07,0,325.27,,Apr-70
-47.59,328.13,0,325.86,,Mar-70
-47.67,326.87,0,325.69,,Feb-70
-47.76,325.99,0,325.42,,Jan-70
-47.84,325.03,0,325.04,,Dec-70
-47.92,324.11,0,324.88,,Nov-69
-48,322.85,0,324.78,,Oct-69
-48.09,321.78,0,324.84,,Sep-69
-48.17,322.38,0,325.28,,Aug-69
-48.26,323.67,0,324.8,,Jul-69
-48.34,325.88,0,325.08,,Jun-69
-48.42,326.76,0,324.63,,May-69
-48.5,327.34,0,324.57,,Apr-69
-48.59,326.66,0,324.35,,Mar-69
-48.67,325.64,0,324.41,,Feb-69
-48.76,324.42,0,323.89,,Jan-69
-48.84,324,0,323.98,,Dec-69
-48.92,322.84,0,323.69,,Nov-68
-49,321.31,0,323.32,,Oct-68
-49.09,320.25,0,323.32,,Sep-68
-49.17,320.41,0,323.31,,Aug-68
-49.26,322.03,0,323.15,,Jul-68
-49.34,324.14,0,323.25,,Jun-68
-49.42,325.36,0,323.2,,May-68
-49.5,325.57,0,322.87,,Apr-68
-49.59,325.02,0,322.73,,Mar-68
-49.67,323.89,0,322.59,,Feb-68
-49.76,323.15,0,322.56,,Jan-68
-49.84,322.57,0,322.55,,Dec-68
-49.92,321.96,0,322.86,,Nov-67
-50,320.72,0,322.78,,Oct-67
-50.09,319.31,0,322.36,,Sep-67
-50.17,319.31,0,322.19,,Aug-67
-50.26,320.92,0,322.04,,Jul-67
-50.34,322.55,0,321.66,,Jun-67
-50.42,324.09,0,321.94,,May-67
-50.5,325,0,322.27,,Apr-67
-50.59,324.42,0,322.05,,Mar-67
-50.67,323.04,0,321.72,,Feb-67
-50.76,322.5,0,321.94,,Jan-67
-50.84,322.07,0,322.07,,Dec-67
-50.92,321.08,0,321.95,,Nov-66
-51,319.79,0,321.84,,Oct-66
-51.09,318.1,0,321.18,,Sep-66
-51.17,318.64,0,321.54,,Aug-66
-51.26,320.37,0,321.5,,Jul-66
-51.34,322.39,0,321.49,,Jun-66
-51.42,323.75,0,321.52,,May-66
-51.5,324.01,0,321.18,,Apr-66
-51.59,323.87,0,321.51,,Mar-66
-51.67,322.39,0,321.16,,Feb-66
-51.76,321.59,0,321.1,,Jan-66
-51.84,320.62,0,320.63,,Dec-66
-51.92,319.42,0,320.26,,Nov-65
-52,318.87,0,320.87,,Oct-65
-52.09,317.3,0,320.36,,Sep-65
-52.17,317.81,0,320.68,,Aug-65
-52.26,318.81,0,319.93,,Jul-65
-52.34,321.39,0,320.51,,Jun-65
-52.42,321.87,0,319.65,,May-65
-52.5,322.16,0,319.36,,Apr-65
